id_transcript;blocks
transcript_4-9_ppan;0|1|3|4|5|6|7|8
transcript_4-10_ppan;0|1|2|5|6|7|8
transcript_4-17_ppan;0|1|3|4|6|7|8
transcript_4-18_ppan;0|1|2|5|6|8
transcript_4-21_ppan;0|1|3|5|6|7|8
transcript_4-22_ppan;0|3|4|6|7|8
transcript_5-9_ptro;0|1|3|4|5|6|7|8
transcript_5-10_ptro;0|1|2|5|6|7|8
transcript_5-17_ptro;0|1|3|4|6|7|8
transcript_5-18_ptro;0|1|2|5|6|8
transcript_5-21_ptro;0|1|3|5|6|7|8
transcript_5-22_ptro;0|3|4|6|7|8
transcript_6-2_hsap;0|1|2|3|4|5|6|7|8
transcript_6-9_hsap;0|1|3|4|5|6|7|8
transcript_6-10_hsap;0|1|2|5|6|7|8
transcript_7-2_ggor;0|1|2|3|4|5|6|7|8
transcript_8-2_pabe;0|1|2|3|4|5|6|7|8
