id_gene;blocks
ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
ptro;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
ptro;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
ptro;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
ptro;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
ptro;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
ptro;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
ptro;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
ptro;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
hsap;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
hsap;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
hsap;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
hsap;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
ggor;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
pabe;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
pabe;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
pabe;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
pabe;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19
