id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript_3-16_FBgn0010417;null;transcript_7-16_ENSMUSG00000036980|1.0&transcript_8-16_ENSRNOG00000001355|1.0&transcript_10-16_ENSG00000106290|1.0&transcript_11-16_ENSPTRG00000019474|1.0&transcript_12-16_ENSDARG00000102998|1.0;null;0
transcript_7-16_ENSMUSG00000036980;null;transcript_3-16_FBgn0010417|1.0&transcript_12-16_ENSDARG00000102998|1.0;transcript_8-16_ENSRNOG00000001355|1.0&transcript_10-16_ENSG00000106290|1.0&transcript_11-16_ENSPTRG00000019474|1.0;0
transcript_8-16_ENSRNOG00000001355;null;transcript_3-16_FBgn0010417|1.0&transcript_12-16_ENSDARG00000102998|1.0;transcript_7-16_ENSMUSG00000036980|1.0&transcript_10-16_ENSG00000106290|1.0&transcript_11-16_ENSPTRG00000019474|1.0;0
transcript_10-16_ENSG00000106290;null;transcript_3-16_FBgn0010417|1.0&transcript_11-16_ENSPTRG00000019474|1.0&transcript_12-16_ENSDARG00000102998|1.0;transcript_7-16_ENSMUSG00000036980|1.0&transcript_8-16_ENSRNOG00000001355|1.0;0
transcript_11-16_ENSPTRG00000019474;null;transcript_3-16_FBgn0010417|1.0&transcript_10-16_ENSG00000106290|1.0&transcript_12-16_ENSDARG00000102998|1.0;transcript_7-16_ENSMUSG00000036980|1.0&transcript_8-16_ENSRNOG00000001355|1.0;0
transcript_12-16_ENSDARG00000102998;null;transcript_3-16_FBgn0010417|1.0&transcript_7-16_ENSMUSG00000036980|1.0&transcript_8-16_ENSRNOG00000001355|1.0&transcript_10-16_ENSG00000106290|1.0&transcript_11-16_ENSPTRG00000019474|1.0;null;0
transcript_7-0_ENSMUSG00000036980;null;transcript_12-0_ENSDARG00000102998|1.0;transcript_8-0_ENSRNOG00000001355|1.0&transcript_10-0_ENSG00000106290|1.0&transcript_11-0_ENSPTRG00000019474|1.0;1
transcript_12-0_ENSDARG00000102998;null;transcript_7-0_ENSMUSG00000036980|1.0&transcript_8-0_ENSRNOG00000001355|1.0&transcript_10-0_ENSG00000106290|1.0&transcript_11-0_ENSPTRG00000019474|1.0;null;1
transcript_8-0_ENSRNOG00000001355;null;transcript_12-0_ENSDARG00000102998|1.0;transcript_7-0_ENSMUSG00000036980|1.0&transcript_10-0_ENSG00000106290|1.0&transcript_11-0_ENSPTRG00000019474|1.0;1
transcript_10-0_ENSG00000106290;null;transcript_12-0_ENSDARG00000102998|1.0&transcript_11-0_ENSPTRG00000019474|1.0;transcript_7-0_ENSMUSG00000036980|1.0&transcript_8-0_ENSRNOG00000001355|1.0;1
transcript_11-0_ENSPTRG00000019474;null;transcript_12-0_ENSDARG00000102998|1.0&transcript_10-0_ENSG00000106290|1.0;transcript_7-0_ENSMUSG00000036980|1.0&transcript_8-0_ENSRNOG00000001355|1.0;1
transcript_8-45_ENSRNOG00000001355;null;null;null;2
