id_gene;blocks
ppan;0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21
ptro;0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21
ppan;0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21
ptro;0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21
ppan;0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21
ptro;0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21
ppan;0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21
ptro;0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21
hsap;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21
ppan;0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21
ptro;0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21
ppan;0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21
ptro;0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21
hsap;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21
hsap;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21
ggor;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21
pabe;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21
