id_gene;blocks
FBgn0010417;0|1|2|3|4|5
FBgn0010417;0|1|2|3|4|5
ENSMUSG00000036980;0|1|2|3|4|5
ENSRNOG00000001355;0|1|2|3|4|5
ENSG00000106290;0|1|2|3|4|5
ENSPTRG00000019474;0|1|2|3|4|5
ENSDARG00000102998;0|1|2|3|4|5
FBgn0010417;0|1|2|3|4|5
ENSMUSG00000036980;0|1|2|3|4|5
ENSRNOG00000001355;0|1|2|3|4|5
ENSG00000106290;0|1|2|3|4|5
ENSPTRG00000019474;0|1|2|3|4|5
ENSDARG00000102998;0|1|2|3|4|5
FBgn0010417;0|1|2|3|4|5
FBgn0010417;0|1|2|3|4|5
ENSMUSG00000036980;0|1|2|3|4|5
ENSRNOG00000001355;0|1|2|3|4|5
ENSG00000106290;0|1|2|3|4|5
ENSPTRG00000019474;0|1|2|3|4|5
ENSDARG00000102998;0|1|2|3|4|5
