id_transcript;blocks
transcript_4-7_ppan;0|1|2|3|4|5|6|7|8|9|10|11|12
transcript_4-9_ppan;0|1|2|3|4|5|6|7|9|10|11|12
transcript_4-10_ppan;0|1|2|3|4|5|6|7|8|10|11|12
transcript_4-13_ppan;0|1|2|4|5|6|7|8|9|10|11|12
transcript_4-16_ppan;0|1|2|3|4|5|6|7|8|10|11|12
transcript_4-17_ppan;0|1|2|3|4|5|6|7|10|11|12
transcript_4-18_ppan;0|1|2|3|4|5|6|7|8|11|12
transcript_4-24_ppan;0|1|2|3|5|6|7|8|11|12
transcript_4-27_ppan;0|1|2|3|4|5|7|8|9|10|11|12
transcript_4-28_ppan;0|1|2|3|5|7|8|11|12
transcript_4-30_ppan;0|2|4|5|6|7|8|9|10|12
transcript_5-7_ptro;0|1|2|3|4|5|6|7|8|9|10|12
transcript_5-9_ptro;0|1|2|3|4|5|6|7|9|10|12
transcript_5-10_ptro;0|1|2|3|4|5|6|7|8|10|12
transcript_5-13_ptro;0|1|2|4|5|6|7|8|9|10|12
transcript_5-16_ptro;0|1|2|3|4|5|6|7|8|10|12
transcript_5-17_ptro;0|1|2|3|4|5|6|7|10|12
transcript_5-18_ptro;0|1|2|3|4|5|6|7|8|12
transcript_5-24_ptro;0|1|2|3|5|6|7|8|12
transcript_5-27_ptro;0|1|2|3|4|5|7|8|9|10|12
transcript_5-28_ptro;0|1|2|3|5|7|8|12
transcript_5-30_ptro;0|2|4|5|6|7|8|9|10|12
transcript_6-7_hsap;0|1|2|3|4|5|6|7|8|9|10|12
transcript_6-9_hsap;0|1|2|3|4|5|6|7|9|10|12
transcript_6-10_hsap;0|1|2|3|4|5|6|7|8|10|12
transcript_6-13_hsap;0|1|2|4|5|6|7|8|9|10|12
