id_transcript;blocks
transcript_4-11_ppan;0|1|2|3|4|5|6|7|8|9|10|11
transcript_5-11_ptro;0|1|2|3|4|5|6|7|8|9|10|11
transcript_6-11_hsap;0|1|2|3|4|5|6|7|8|9|10|11
transcript_4-41_ppan;0|1|2|3|5|6|7|8|9|10|11
transcript_5-41_ptro;0|1|2|3|5|6|7|8|9|10|11
transcript_4-23_ppan;0|1|2|3|8|11
transcript_5-23_ptro;0|1|2|3|8|11
transcript_4-15_ppan;0|1|2|3|6|7|8|9|10|11
transcript_6-15_hsap;0|1|2|3|6|7|8|9|10|11
transcript_5-15_ptro;0|1|2|3|6|7|8|9|10|11
transcript_5-22_ptro;0|2|7|8|9|10|11
transcript_4-22_ppan;0|2|7|8|9|10|11
transcript_4-53_ppan;0|2|7|8|9|10|11
transcript_5-35_ptro;0|2|7|8|9|10|11
transcript_4-35_ppan;0|2|7|8|9|10|11
transcript_4-40_ppan;0|2|7|8|9|11
transcript_5-40_ptro;0|2|7|8|9|11
