id_gene;blocks
ppan;0|1|2|3|4|5|6|7|8|9|10|11
ptro;0|1|2|3|4|5|6|7|8|9|10|11
ppan;0|1|2|3|4|5|6|7|8|9|10|11
ppan;0|1|2|3|4|5|6|7|8|9|10|11
ptro;0|1|2|3|4|5|6|7|8|9|10|11
ppan;0|1|2|3|4|5|6|7|8|9|10|11
ptro;0|1|2|3|4|5|6|7|8|9|10|11
ppan;0|1|2|3|4|5|6|7|8|9|10|11
ptro;0|1|2|3|4|5|6|7|8|9|10|11
ppan;0|1|2|3|4|5|6|7|8|9|10|11
ptro;0|1|2|3|4|5|6|7|8|9|10|11
hsap;0|1|2|3|4|5|6|7|8|9|10|11
ppan;0|1|2|3|4|5|6|7|8|9|10|11
ptro;0|1|2|3|4|5|6|7|8|9|10|11
ppan;0|1|2|3|4|5|6|7|8|9|10|11
ptro;0|1|2|3|4|5|6|7|8|9|10|11
hsap;0|1|2|3|4|5|6|7|8|9|10|11
