GeneID	TranscriptID	ProteinID	Strand	ExonID	ExonRegionStart	ExonRegionEnd	ExonRank	cDNA_CodingStart	cDNA_CodingEnd	GenomicCodingStart	GenomicCodingEnd	StartPhase	EndPhase
ENSG00000106290	ENST00000687137	ENSP00000508432	-1	ENSE00003924759	100114595	100114615	1					-1	-1
ENSG00000106290	ENST00000687137	ENSP00000508432	-1	ENSE00003585151	100114054	100114268	2	81	236	100114054	100114209	-1	0
ENSG00000106290	ENST00000687137	ENSP00000508432	-1	ENSE00003471681	100113868	100113954	3	237	323	100113868	100113954	0	0
ENSG00000106290	ENST00000687137	ENSP00000508432	-1	ENSE00000824907	100113616	100113769	4	324	477	100113616	100113769	0	1
ENSG00000106290	ENST00000687137	ENSP00000508432	-1	ENSE00003786915	100113349	100113405	5	478	534	100113349	100113405	1	1
ENSG00000106290	ENST00000687137	ENSP00000508432	-1	ENSE00003641538	100112798	100112917	6	535	654	100112798	100112917	1	1
ENSG00000106290	ENST00000687137	ENSP00000508432	-1	ENSE00003468521	100112108	100112253	7	655	800	100112108	100112253	1	0
ENSG00000106290	ENST00000687137	ENSP00000508432	-1	ENSE00003520015	100111922	100111999	8	801	878	100111922	100111999	0	0
ENSG00000106290	ENST00000687137	ENSP00000508432	-1	ENSE00003546321	100111728	100111829	9	879	980	100111728	100111829	0	0
ENSG00000106290	ENST00000687137	ENSP00000508432	-1	ENSE00003600719	100111139	100111321	10	981	1163	100111139	100111321	0	0
ENSG00000106290	ENST00000687137	ENSP00000508432	-1	ENSE00003680922	100110200	100110274	11	1164	1238	100110200	100110274	0	0
ENSG00000106290	ENST00000687137	ENSP00000508432	-1	ENSE00003482704	100109948	100110073	12	1239	1364	100109948	100110073	0	0
ENSG00000106290	ENST00000687137	ENSP00000508432	-1	ENSE00003507111	100108367	100108540	13	1365	1538	100108367	100108540	0	0
ENSG00000106290	ENST00000687137	ENSP00000508432	-1	ENSE00003627676	100107926	100108123	14	1539	1736	100107926	100108123	0	0
ENSG00000106290	ENST00000687137	ENSP00000508432	-1	ENSE00003926498	100106876	100107623	15	1737	2114	100107246	100107623	0	-1
ENSG00000106290	ENST00000689052		-1	ENSE00003936679	100114054	100114702	1					-1	-1
ENSG00000106290	ENST00000689052		-1	ENSE00003667023	100113868	100113954	2					-1	-1
ENSG00000106290	ENST00000689052		-1	ENSE00001836815	100113349	100113769	3					-1	-1
ENSG00000106290	ENST00000689052		-1	ENSE00003518128	100112798	100112917	4					-1	-1
ENSG00000106290	ENST00000689052		-1	ENSE00003477434	100112108	100112253	5					-1	-1
ENSG00000106290	ENST00000689052		-1	ENSE00003599595	100111922	100111999	6					-1	-1
ENSG00000106290	ENST00000689052		-1	ENSE00003664692	100111728	100111829	7					-1	-1
ENSG00000106290	ENST00000689052		-1	ENSE00003614657	100111139	100111321	8					-1	-1
ENSG00000106290	ENST00000689052		-1	ENSE00003481119	100110200	100110274	9					-1	-1
ENSG00000106290	ENST00000689052		-1	ENSE00003544532	100109948	100110073	10					-1	-1
ENSG00000106290	ENST00000689052		-1	ENSE00003634965	100108367	100108540	11					-1	-1
ENSG00000106290	ENST00000689052		-1	ENSE00003636839	100107926	100108123	12					-1	-1
ENSG00000106290	ENST00000689052		-1	ENSE00003925704	100106876	100107623	13					-1	-1
ENSG00000106290	ENST00000693374		-1	ENSE00003667023	100113868	100113954	3					-1	-1
ENSG00000106290	ENST00000693374		-1	ENSE00003518128	100112798	100112917	6					-1	-1
ENSG00000106290	ENST00000693374		-1	ENSE00003477434	100112108	100112253	7					-1	-1
ENSG00000106290	ENST00000693374		-1	ENSE00003599595	100111922	100111999	8					-1	-1
ENSG00000106290	ENST00000693374		-1	ENSE00003664692	100111728	100111829	9					-1	-1
ENSG00000106290	ENST00000693374		-1	ENSE00003614657	100111139	100111321	10					-1	-1
ENSG00000106290	ENST00000693374		-1	ENSE00003481119	100110200	100110274	11					-1	-1
ENSG00000106290	ENST00000693374		-1	ENSE00003544532	100109948	100110073	12					-1	-1
ENSG00000106290	ENST00000693374		-1	ENSE00003634965	100108367	100108540	13					-1	-1
ENSG00000106290	ENST00000693374		-1	ENSE00003636839	100107926	100108123	14					-1	-1
ENSG00000106290	ENST00000693374		-1	ENSE00003925704	100106876	100107623	15					-1	-1
ENSG00000106290	ENST00000693374		-1	ENSE00003922656	100115060	100115334	1					-1	-1
ENSG00000106290	ENST00000693374		-1	ENSE00003528862	100114054	100114268	2					-1	-1
ENSG00000106290	ENST00000693374		-1	ENSE00002132920	100113616	100113769	4					-1	-1
ENSG00000106290	ENST00000693374		-1	ENSE00003933151	100113349	100113405	5					-1	-1
ENSG00000106290	ENST00000693256		-1	ENSE00003667023	100113868	100113954	3					-1	-1
ENSG00000106290	ENST00000693256		-1	ENSE00001836815	100113349	100113769	4					-1	-1
ENSG00000106290	ENST00000693256		-1	ENSE00003518128	100112798	100112917	5					-1	-1
ENSG00000106290	ENST00000693256		-1	ENSE00003477434	100112108	100112253	6					-1	-1
ENSG00000106290	ENST00000693256		-1	ENSE00003599595	100111922	100111999	7					-1	-1
ENSG00000106290	ENST00000693256		-1	ENSE00003664692	100111728	100111829	8					-1	-1
