id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript_4-12_ppan;null;transcript_5-12_ptro|1.0;null;0
transcript_5-12_ptro;null;transcript_4-12_ppan|1.0;null;0
transcript_4-16_ppan;null;transcript_5-16_ptro|1.0;null;1
transcript_5-16_ptro;null;transcript_4-16_ppan|1.0;null;1
transcript_5-17_ptro;null;transcript_4-17_ppan|1.0;null;2
transcript_4-17_ppan;null;transcript_5-17_ptro|1.0;null;2
transcript_4-23_ppan;null;transcript_5-23_ptro|1.0;null;3
transcript_5-23_ptro;null;transcript_4-23_ppan|1.0;null;3
transcript_5-28_ptro;null;transcript_4-28_ppan|1.0;null;4
transcript_4-28_ppan;null;transcript_5-28_ptro|1.0;null;4
