id_transcript;blocks
transcript_4-34_ppan;0|1|2|3|4|5|6|7|9|10|11|13|21|23|24|25|26|27|28
transcript_5-34_ptro;0|1|2|3|4|5|6|7|9|10|11|13|21|23|24|25|26|27|28
transcript_4-9_ppan;0|1|2|3|4|5|6|7|9|10|11|13|21|22|23|24|25|26|27|28
transcript_5-9_ptro;0|1|2|3|4|5|6|7|9|10|11|13|21|22|23|24|25|26|27|28
transcript_6-9_hsap;0|1|2|3|4|5|6|7|9|10|11|13|21|22|23|24|25|26|27|28
transcript_5-25_ptro;0|1|3|5|7|8|9|11|12|13|14|15|16|23|24|25|26|27|28
transcript_4-25_ppan;0|1|3|5|7|8|9|11|12|13|14|15|16|23|24|25|26|27|28
transcript_4-0_ppan;0|1|2|3|5|7|8|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28
transcript_5-0_ptro;0|1|2|3|5|7|8|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28
transcript_8-0_pabe;0|1|2|3|5|7|8|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28
transcript_7-0_ggor;0|1|2|3|5|7|8|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28
transcript_6-0_hsap;0|1|2|3|5|7|8|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28
transcript_4-29_ppan;0|1|2|3|5|7|8|9|11|12|13|14|15|16|18|20|21|22|23|24|25|26|27|28
transcript_5-29_ptro;0|1|2|3|5|7|8|9|11|12|13|14|15|16|18|20|21|22|23|24|25|26|27|28
transcript_4-10_ppan;0|1|2|3|5|7|8|9|11|12|13|14|15|16|23|24|25|26|27|28
transcript_4-17_ppan;2|3|5|7|8|9|11|12|13|14|15|16|23|24|25|26|27|28
transcript_6-10_hsap;0|1|2|3|5|7|8|9|11|12|13|14|15|16|23|24|25|26|27|28
transcript_5-10_ptro;0|1|2|3|5|7|8|9|11|12|13|14|15|16|23|24|25|26|27|28
transcript_5-17_ptro;2|3|5|7|8|9|11|12|13|14|15|16|23|24|25|26|27|28
transcript_4-13_ppan;0|2|3|5|7|8|9|11|12|13|14|15|16|23|24|25|26|27|28
transcript_4-31_ppan;0|2|3|5|7|8|9|11|12|13|14|15|16|23|24|25|26|27|28
transcript_6-13_hsap;0|2|3|5|7|8|9|11|12|13|14|15|16|23|24|25|26|27|28
transcript_5-13_ptro;0|2|3|5|7|8|9|11|12|13|14|15|16|23|24|25|26|27|28
transcript_5-31_ptro;0|2|3|5|7|8|9|11|12|13|14|15|16|23|24|25|26|27|28
transcript_5-36_ptro;0|2|3|5|7|8|9|11|12|13|14|23|24|25|26|27|28
transcript_4-36_ppan;0|2|3|5|7|8|9|11|12|13|14|23|24|25|26|27|28
transcript_4-18_ppan;2|3|5|7|8|9|11|12|13|14|15|16|23|24|27|28
transcript_5-18_ptro;2|3|5|7|8|9|11|12|13|14|15|16|23|24|27|28
transcript_5-30_ptro;2|3|5|7|8|9|11|12|13|14|23|24|27|28
transcript_4-30_ppan;2|3|5|7|8|9|11|12|13|14|23|24|27|28
transcript_5-24_ptro;0|2|3|5|7|8|9|11|12|13|14|15|24|25|26|27|28
transcript_4-24_ppan;0|2|3|5|7|8|9|11|12|13|14|15|24|25|26|27|28
transcript_4-26_ppan;2|3|5|7|8|9|11|12|13|14|15|24|25|26|27|28
transcript_5-26_ptro;2|3|5|7|8|9|11|12|13|14|15|24|25|26|27|28
transcript_4-33_ppan;2|3|5|7|8|9|11|12|13|14|15|24|25|27|28
transcript_5-33_ptro;2|3|5|7|8|9|11|12|13|14|15|24|25|27|28
transcript_4-19_ppan;2|3|5|7|8|9|11|12|13|14|15|16|23|24|25|26|28
transcript_5-19_ptro;2|3|5|7|8|9|11|12|13|14|15|16|23|24|25|26|28
