id_transcript;blocks
ENSMUST00000111082_ENSMUSG00000027168;0|4|6|7|8|9|10|11|12|13|14|15|16|17|18|20|22|23|24|26|28
ENSMUST00000111087_ENSMUSG00000027168;0|4|6|7|8|9|10|11|12|13|14|15|16|17|18|20|22|23|24|26|28
ENST00000241001_ENSG00000007372;0|4|6|7|8|9|10|11|12|13|14|15|16|17|18|20|22|23|24|26|28
ENST00000379109_ENSG00000007372;0|4|6|7|8|9|10|11|12|13|14|15|16|17|18|20|22|23|24|26|28
ENST00000638629_ENSG00000007372;7|8|9|10|11|12|13|14|15|16|17|18|20|22|23|24|26|28
ENSMUST00000090391_ENSMUSG00000027168;0|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|22|23|24|26|28
ENSMUST00000111086_ENSMUSG00000027168;0|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|22|23|24|26|28
ENST00000419022_ENSG00000007372;0|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|22|23|24|26|28
ENST00000638914_ENSG00000007372;0|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|22|23|24|26|28
ENSRNOT00000089525_ENSRNOG00000004410;0|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|22|23|24|26|28
ENSRNOT00000006302_ENSRNOG00000004410;0|1|3|4|6|7|8|9|10|11|12|13|14|15|16|17|18|20|22|23|24|26|28
ENSTRUT00000087876_ENSTRUG00000006935;0|1|2|3|4|6|7|8|9|10|12|14|15|17|18|20|22|23|24|26|28
ENSMUST00000111088_ENSMUSG00000027168;8|10|11|12|13|14|18|19|20|21|22|24|25|26|27|28
