id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript_8-17_ENSRNOG00000001355;null;transcript_12-17_ENSDARG00000102998|1.0&transcript_3-17_FBgn0010417|1.0;transcript_11-17_ENSPTRG00000019474|1.0&transcript_7-17_ENSMUSG00000036980|1.0&transcript_10-17_ENSG00000106290|1.0;0
transcript_11-17_ENSPTRG00000019474;null;transcript_12-17_ENSDARG00000102998|1.0&transcript_10-17_ENSG00000106290|1.0&transcript_3-17_FBgn0010417|1.0;transcript_8-17_ENSRNOG00000001355|1.0&transcript_7-17_ENSMUSG00000036980|1.0;0
transcript_12-17_ENSDARG00000102998;null;transcript_8-17_ENSRNOG00000001355|1.0&transcript_11-17_ENSPTRG00000019474|1.0&transcript_7-17_ENSMUSG00000036980|1.0&transcript_10-17_ENSG00000106290|1.0&transcript_3-17_FBgn0010417|1.0;null;0
transcript_7-17_ENSMUSG00000036980;null;transcript_12-17_ENSDARG00000102998|1.0&transcript_3-17_FBgn0010417|1.0;transcript_8-17_ENSRNOG00000001355|1.0&transcript_11-17_ENSPTRG00000019474|1.0&transcript_10-17_ENSG00000106290|1.0;0
transcript_10-17_ENSG00000106290;null;transcript_11-17_ENSPTRG00000019474|1.0&transcript_12-17_ENSDARG00000102998|1.0&transcript_3-17_FBgn0010417|1.0;transcript_8-17_ENSRNOG00000001355|1.0&transcript_7-17_ENSMUSG00000036980|1.0;0
transcript_3-17_FBgn0010417;null;transcript_8-17_ENSRNOG00000001355|1.0&transcript_11-17_ENSPTRG00000019474|1.0&transcript_12-17_ENSDARG00000102998|1.0&transcript_7-17_ENSMUSG00000036980|1.0&transcript_10-17_ENSG00000106290|1.0;null;0
transcript_3-50_FBgn0010417;null;null;null;1
transcript_3-43_FBgn0010417;transcript_3-39_FBgn0010417|0.989;null;null;2
transcript_3-39_FBgn0010417;transcript_3-43_FBgn0010417|0.989;null;null;2
transcript_12-84_ENSDARG00000102998;null;null;null;3
transcript_11-23_ENSPTRG00000019474;null;transcript_10-23_ENSG00000106290|1.0&transcript_3-23_FBgn0010417|1.0&transcript_12-23_ENSDARG00000102998|1.0;transcript_7-23_ENSMUSG00000036980|1.0&transcript_8-23_ENSRNOG00000001355|1.0;4
transcript_10-23_ENSG00000106290;null;transcript_11-23_ENSPTRG00000019474|1.0&transcript_3-23_FBgn0010417|1.0&transcript_12-23_ENSDARG00000102998|1.0;transcript_7-23_ENSMUSG00000036980|1.0&transcript_8-23_ENSRNOG00000001355|1.0;4
transcript_7-23_ENSMUSG00000036980;null;transcript_3-23_FBgn0010417|1.0&transcript_12-23_ENSDARG00000102998|1.0;transcript_11-23_ENSPTRG00000019474|1.0&transcript_10-23_ENSG00000106290|1.0&transcript_8-23_ENSRNOG00000001355|1.0;4
transcript_3-23_FBgn0010417;null;transcript_11-23_ENSPTRG00000019474|1.0&transcript_10-23_ENSG00000106290|1.0&transcript_7-23_ENSMUSG00000036980|1.0&transcript_8-23_ENSRNOG00000001355|1.0&transcript_12-23_ENSDARG00000102998|1.0;null;4
transcript_8-23_ENSRNOG00000001355;null;transcript_3-23_FBgn0010417|1.0&transcript_12-23_ENSDARG00000102998|1.0;transcript_11-23_ENSPTRG00000019474|1.0&transcript_10-23_ENSG00000106290|1.0&transcript_7-23_ENSMUSG00000036980|1.0;4
transcript_12-23_ENSDARG00000102998;null;transcript_11-23_ENSPTRG00000019474|1.0&transcript_10-23_ENSG00000106290|1.0&transcript_7-23_ENSMUSG00000036980|1.0&transcript_3-23_FBgn0010417|1.0&transcript_8-23_ENSRNOG00000001355|1.0;null;4
