id_transcript;blocks
transcript_3-17_FBgn0010417;0|1|2|3|4|5|6|7|8|9|10|11|12
transcript_7-17_ENSMUSG00000036980;0|1|2|3|4|5|6|7|8|9|10|11|12
transcript_8-17_ENSRNOG00000001355;0|1|2|3|4|5|6|7|8|9|10|11|12
transcript_10-17_ENSG00000106290;0|1|2|3|4|5|6|7|8|9|10|11|12
transcript_12-17_ENSDARG00000102998;0|1|2|3|4|5|6|7|8|9|10|11|12
transcript_11-17_ENSPTRG00000019474;0|1|2|3|4|5|6|7|8|9|10|11|12
transcript_3-50_FBgn0010417;0|1|2|3|4|5|6|7|8|11|12
transcript_3-39_FBgn0010417;0|1|2|3|4|5|6|7|8|9|12
transcript_12-84_ENSDARG00000102998;0|1|2|3|4|6|8|9|10|11|12
transcript_3-23_FBgn0010417;0|2|4|5|6|7|8|9|10|11|12
transcript_11-23_ENSPTRG00000019474;0|2|4|5|6|7|8|9|10|11|12
transcript_12-23_ENSDARG00000102998;0|2|4|5|6|7|8|9|10|11|12
transcript_7-23_ENSMUSG00000036980;0|2|4|5|6|7|8|9|10|11|12
transcript_8-23_ENSRNOG00000001355;0|2|4|5|6|7|8|9|10|11|12
transcript_10-23_ENSG00000106290;0|2|4|5|6|7|8|9|10|11|12
transcript_3-43_FBgn0010417;0|2|4|5|6|7|8|9|12
