id_transcript;blocks
transcript_3-2_FBgn0010417;0|1|2|3|4|5|6|7
transcript_7-2_ENSMUSG00000036980;0|1|2|3|4|5|6|7
transcript_8-2_ENSRNOG00000001355;0|1|2|3|4|5|6|7
transcript_10-2_ENSG00000106290;0|1|2|3|4|5|6|7
transcript_12-2_ENSDARG00000102998;0|1|2|3|4|5|6|7
transcript_11-2_ENSPTRG00000019474;0|1|2|3|4|5|6|7
transcript_3-20_FBgn0010417;0|1|2|3|4|7
transcript_12-20_ENSDARG00000102998;0|1|2|3|4|7
transcript_8-20_ENSRNOG00000001355;0|1|2|3|4|7
transcript_11-20_ENSPTRG00000019474;0|1|2|3|4|7
transcript_7-20_ENSMUSG00000036980;0|1|2|3|4|7
transcript_10-20_ENSG00000106290;0|1|2|3|4|7
transcript_3-40_FBgn0010417;0|2|4|5|6|7
transcript_3-19_FBgn0010417;0|5|6|7
transcript_7-19_ENSMUSG00000036980;0|5|6|7
transcript_11-19_ENSPTRG00000019474;0|5|6|7
transcript_12-19_ENSDARG00000102998;0|5|6|7
transcript_10-19_ENSG00000106290;0|5|6|7
transcript_8-19_ENSRNOG00000001355;0|5|6|7
transcript_3-46_FBgn0010417;0|5|7
