id_gene;blocks
ENSMUSG00000036980;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSG00000106290;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSPTRG00000019474;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSDARG00000102998;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSMUSG00000036980;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSG00000106290;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSPTRG00000019474;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSDARG00000102998;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSMUSG00000036980;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSG00000106290;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSPTRG00000019474;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSDARG00000102998;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSDARG00000102998;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSDARG00000102998;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSMUSG00000036980;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSG00000106290;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSPTRG00000019474;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSDARG00000102998;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSMUSG00000036980;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSG00000106290;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSPTRG00000019474;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSDARG00000102998;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSMUSG00000036980;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSG00000106290;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSPTRG00000019474;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSDARG00000102998;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSMUSG00000036980;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSG00000106290;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSPTRG00000019474;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ENSDARG00000102998;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
