id_transcript;blocks
transcript_7-36_ENSMUSG00000036980;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
transcript_7-39_ENSMUSG00000036980;0|1|2|3|4|5|7|8|9|10|11|12|13|14
transcript_7-40_ENSMUSG00000036980;0|1|2|3|4|5|6|8|9|10|11|12|13|14
transcript_7-41_ENSMUSG00000036980;0|1|2|3|4|5|6|8|10|11|12|13|14
transcript_7-42_ENSMUSG00000036980;0|1|2|3|4|5|7|8|9|10|11|12|14
transcript_7-44_ENSMUSG00000036980;0|2|3|4|5|7|8|9|10|11|12|14
transcript_7-45_ENSMUSG00000036980;0|1|2|3|4|5|7|8|9|10|12|13|14
transcript_10-36_ENSG00000106290;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
transcript_10-39_ENSG00000106290;0|1|2|3|4|5|7|8|9|10|11|12|13|14
transcript_10-40_ENSG00000106290;0|1|2|3|4|5|6|8|9|10|11|12|13|14
transcript_10-41_ENSG00000106290;0|1|2|3|4|5|6|8|10|11|12|13|14
transcript_10-42_ENSG00000106290;0|1|2|3|4|5|7|8|9|10|11|12|14
transcript_10-44_ENSG00000106290;0|2|3|4|5|7|8|9|10|11|12|14
transcript_10-45_ENSG00000106290;0|1|2|3|4|5|7|8|9|10|12|13|14
transcript_11-36_ENSPTRG00000019474;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
transcript_11-39_ENSPTRG00000019474;0|1|2|3|4|5|7|8|9|10|11|12|13|14
transcript_11-40_ENSPTRG00000019474;0|1|2|3|4|5|6|8|9|10|11|12|13|14
transcript_11-41_ENSPTRG00000019474;0|1|2|3|4|5|6|8|10|11|12|13|14
transcript_11-42_ENSPTRG00000019474;0|1|2|3|4|5|7|8|9|10|11|12|14
transcript_11-44_ENSPTRG00000019474;0|2|3|4|5|7|8|9|10|11|12|14
transcript_11-45_ENSPTRG00000019474;0|1|2|3|4|5|7|8|9|10|12|13|14
transcript_12-36_ENSDARG00000102998;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
transcript_12-39_ENSDARG00000102998;0|1|2|3|4|5|7|8|9|10|11|12|13|14
transcript_12-40_ENSDARG00000102998;0|1|2|3|4|5|6|8|9|10|11|12|13|14
transcript_12-41_ENSDARG00000102998;0|1|2|3|4|5|6|8|10|11|12|13|14
transcript_12-42_ENSDARG00000102998;0|1|2|3|4|5|7|8|9|10|11|12|14
transcript_12-44_ENSDARG00000102998;0|2|3|4|5|7|8|9|10|11|12|14
transcript_12-45_ENSDARG00000102998;0|1|2|3|4|5|7|8|9|10|12|13|14
transcript_12-79_ENSDARG00000102998;0|1|2|4|5|7|8|9|10|12|13|14
transcript_12-80_ENSDARG00000102998;0|1|2|3|5|7|8|9|10|12|13|14
