id_transcript;blocks
transcript_4-22_ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15
transcript_5-22_ptro;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15
transcript_4-24_ppan;0|3|4|5|6|7|8|9|10|11|12|13|14|15
transcript_5-24_ptro;0|3|4|5|6|7|8|9|10|11|12|13|14|15
transcript_4-33_ppan;0|3|4|5|6|7|8|9|10|11|12|13|15
transcript_5-33_ptro;0|3|4|5|6|7|8|9|10|11|12|13|15
transcript_5-29_ptro;0|1|2|3|4|5|6|7|8|9|11|13|14|15
transcript_4-29_ppan;0|1|2|3|4|5|6|7|8|9|11|13|14|15
transcript_4-25_ppan;0|1|4|6|8|10|11|12|13|14|15
transcript_5-25_ptro;0|1|4|6|8|10|11|12|13|14|15
