id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript_4-9_ppan;null;transcript_6-9_hsap|1.0&transcript_5-9_ptro|1.0;null;0
transcript_6-9_hsap;null;transcript_4-9_ppan|1.0&transcript_5-9_ptro|1.0;null;0
transcript_5-9_ptro;null;transcript_4-9_ppan|1.0&transcript_6-9_hsap|1.0;null;0
transcript_4-10_ppan;null;transcript_6-10_hsap|1.0&transcript_5-10_ptro|1.0;null;1
transcript_6-10_hsap;null;transcript_4-10_ppan|1.0&transcript_5-10_ptro|1.0;null;1
transcript_5-10_ptro;null;transcript_4-10_ppan|1.0&transcript_6-10_hsap|1.0;null;1
transcript_5-17_ptro;null;transcript_4-17_ppan|1.0;null;2
transcript_4-17_ppan;null;transcript_5-17_ptro|1.0;null;2
transcript_5-18_ptro;null;transcript_4-18_ppan|1.0;null;3
transcript_4-18_ppan;null;transcript_5-18_ptro|1.0;null;3
transcript_4-21_ppan;null;transcript_5-21_ptro|1.0;null;4
transcript_5-21_ptro;null;transcript_4-21_ppan|1.0;null;4
transcript_5-22_ptro;null;transcript_4-22_ppan|1.0;null;5
transcript_4-22_ppan;null;transcript_5-22_ptro|1.0;null;5
transcript_6-2_hsap;null;transcript_7-2_ggor|1.0&transcript_8-2_pabe|1.0;null;6
transcript_7-2_ggor;null;transcript_6-2_hsap|1.0&transcript_8-2_pabe|1.0;null;6
transcript_8-2_pabe;null;transcript_6-2_hsap|1.0&transcript_7-2_ggor|1.0;null;6
