id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript_4-2_ppan;null;null;null;0
transcript_4-19_ppan;null;null;null;1
transcript_4-20_ppan;transcript_4-23_ppan|0.995;null;null;2
transcript_4-23_ppan;transcript_4-20_ppan|0.995;null;null;2
transcript_5-25_ptro;null;transcript_4-25_ppan|1.0;null;3
transcript_4-25_ppan;null;transcript_5-25_ptro|1.0;null;3
transcript_5-26_ptro;null;transcript_4-26_ppan|1.0;null;4
transcript_4-26_ppan;null;transcript_5-26_ptro|1.0;null;4
transcript_5-31_ptro;null;transcript_4-31_ppan|1.0;null;5
transcript_4-31_ppan;null;transcript_5-31_ptro|1.0;null;5
transcript_4-32_ppan;null;transcript_5-32_ptro|1.0;null;6
transcript_5-32_ptro;null;transcript_4-32_ppan|1.0;null;6
transcript_4-37_ppan;null;transcript_5-20_ptro|0.995;null;7
transcript_5-23_ptro;transcript_5-20_ptro|0.995;null;null;7
transcript_5-20_ptro;transcript_5-23_ptro|0.995;transcript_4-37_ppan|0.995;null;7
transcript_6-2_hsap;null;transcript_5-2_ptro|1.0&transcript_7-2_ggor|1.0&transcript_8-2_pabe|1.0;null;8
transcript_5-2_ptro;null;transcript_6-2_hsap|1.0&transcript_7-2_ggor|1.0&transcript_8-2_pabe|1.0;null;8
transcript_7-2_ggor;null;transcript_6-2_hsap|1.0&transcript_5-2_ptro|1.0&transcript_8-2_pabe|1.0;null;8
transcript_8-2_pabe;null;transcript_6-2_hsap|1.0&transcript_5-2_ptro|1.0&transcript_7-2_ggor|1.0;null;8
transcript_5-19_ptro;null;null;null;9
transcript_8-56_pabe;null;transcript_6-42_hsap|1.0;null;10
transcript_6-42_hsap;null;transcript_8-56_pabe|1.0;null;10
transcript_6-43_hsap;null;null;null;11
transcript_6-45_hsap;null;null;null;12
transcript_8-58_pabe;transcript_8-55_pabe|0.995;null;null;13
transcript_8-55_pabe;transcript_8-58_pabe|0.995;null;null;13
