id_transcript;blocks
transcript_3-4_FBgn0010417;0|1|2|3|4|5|6
transcript_7-4_ENSMUSG00000036980;0|1|2|3|4|5|6
transcript_8-4_ENSRNOG00000001355;0|1|2|3|4|5|6
transcript_12-4_ENSDARG00000102998;0|1|2|3|4|5|6
transcript_10-4_ENSG00000106290;0|1|2|3|4|5|6
transcript_11-4_ENSPTRG00000019474;0|1|2|3|4|5|6
transcript_3-43_FBgn0010417;0|2|3|4|5|6
transcript_3-27_FBgn0010417;0|1|2|4|6
transcript_12-27_ENSDARG00000102998;0|1|2|4|6
transcript_10-27_ENSG00000106290;0|1|2|4|6
transcript_8-27_ENSRNOG00000001355;0|1|2|4|6
transcript_11-27_ENSPTRG00000019474;0|1|2|4|6
transcript_7-27_ENSMUSG00000036980;0|1|2|4|6
