id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript_7-7_ggor;null;transcript_5-7_ptro|1.0&transcript_6-7_hsap|1.0&transcript_4-7_ppan|1.0;null;0
transcript_5-7_ptro;null;transcript_7-7_ggor|1.0&transcript_6-7_hsap|1.0&transcript_4-7_ppan|1.0;null;0
transcript_6-7_hsap;null;transcript_7-7_ggor|1.0&transcript_5-7_ptro|1.0&transcript_4-7_ppan|1.0;null;0
transcript_4-7_ppan;null;transcript_7-7_ggor|1.0&transcript_5-7_ptro|1.0&transcript_6-7_hsap|1.0;null;0
transcript_5-27_ptro;null;transcript_4-27_ppan|1.0;null;1
transcript_4-27_ppan;null;transcript_5-27_ptro|1.0;null;1
transcript_4-18_ppan;transcript_4-10_ppan|1.0;transcript_5-10_ptro|1.0&transcript_6-10_hsap|1.0&transcript_5-18_ptro|1.0;null;2
transcript_4-10_ppan;transcript_4-18_ppan|1.0;transcript_5-10_ptro|1.0&transcript_6-10_hsap|1.0&transcript_5-18_ptro|1.0;null;2
transcript_5-10_ptro;transcript_5-18_ptro|1.0;transcript_4-18_ppan|1.0&transcript_4-10_ppan|1.0;null;2
transcript_6-10_hsap;null;transcript_4-18_ppan|1.0&transcript_4-10_ppan|1.0;null;2
transcript_5-18_ptro;transcript_5-10_ptro|1.0;transcript_4-18_ppan|1.0&transcript_4-10_ppan|1.0;null;2
transcript_5-29_ptro;transcript_5-11_ptro|1.0&transcript_5-22_ptro|1.0&transcript_5-25_ptro|1.0;transcript_4-29_ppan|1.0;null;3
transcript_5-11_ptro;transcript_5-29_ptro|1.0&transcript_5-22_ptro|1.0&transcript_5-25_ptro|1.0;transcript_6-11_hsap|1.0&transcript_4-29_ppan|1.0;null;3
transcript_6-11_hsap;null;transcript_5-11_ptro|1.0&transcript_4-22_ppan|1.0;null;3
transcript_5-22_ptro;transcript_5-29_ptro|1.0&transcript_5-11_ptro|1.0&transcript_5-25_ptro|1.0;transcript_4-11_ppan|1.0&transcript_4-25_ppan|1.0;null;3
transcript_4-11_ppan;transcript_4-22_ppan|1.0&transcript_4-25_ppan|1.0&transcript_4-29_ppan|1.0;transcript_5-22_ptro|1.0;null;3
transcript_4-22_ppan;transcript_4-11_ppan|1.0&transcript_4-25_ppan|1.0&transcript_4-29_ppan|1.0;transcript_6-11_hsap|1.0&transcript_5-25_ptro|1.0;null;3
transcript_4-25_ppan;transcript_4-11_ppan|1.0&transcript_4-22_ppan|1.0&transcript_4-29_ppan|1.0;transcript_5-22_ptro|1.0;null;3
transcript_5-25_ptro;transcript_5-29_ptro|1.0&transcript_5-11_ptro|1.0&transcript_5-22_ptro|1.0;transcript_4-22_ppan|1.0;null;3
transcript_4-29_ppan;transcript_4-11_ppan|1.0&transcript_4-22_ppan|1.0&transcript_4-25_ppan|1.0;transcript_5-29_ptro|1.0&transcript_5-11_ptro|1.0;null;3
