id_transcript;blocks
transcript_1-1_YGL112C;0|1|2|3|4|5
transcript_1-12_YGL112C;0|1|3|4|5
transcript_1-18_YGL112C;0|1|3|5
transcript_1-20_YGL112C;0|2|3|4|5
transcript_7-1_ENSMUSG00000036980;0|1|2|3|4|5
transcript_7-25_ENSMUSG00000036980;0|1|3|4|5
transcript_7-26_ENSMUSG00000036980;0|1|2|3|5
transcript_8-1_ENSRNOG00000001355;0|1|2|3|4|5
transcript_8-25_ENSRNOG00000001355;0|1|3|4|5
transcript_8-26_ENSRNOG00000001355;0|1|2|3|5
transcript_10-1_ENSG00000106290;0|1|2|3|4|5
transcript_10-25_ENSG00000106290;0|1|3|4|5
transcript_10-26_ENSG00000106290;0|1|2|3|5
transcript_11-1_ENSPTRG00000019474;0|1|2|3|4|5
transcript_11-25_ENSPTRG00000019474;0|1|3|4|5
transcript_11-26_ENSPTRG00000019474;0|1|2|3|5
transcript_12-1_ENSDARG00000102998;0|1|2|3|4|5
transcript_12-25_ENSDARG00000102998;0|1|3|4|5
transcript_12-26_ENSDARG00000102998;0|1|2|3|5
