id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript_8-1_ENSRNOG00000001355;null;transcript_12-1_ENSDARG00000102998|1.0&transcript_1-1_YGL112C|1.0;transcript_10-1_ENSG00000106290|1.0&transcript_7-1_ENSMUSG00000036980|1.0&transcript_11-1_ENSPTRG00000019474|1.0;0
transcript_10-1_ENSG00000106290;null;transcript_11-1_ENSPTRG00000019474|1.0&transcript_12-1_ENSDARG00000102998|1.0&transcript_1-1_YGL112C|1.0;transcript_8-1_ENSRNOG00000001355|1.0&transcript_7-1_ENSMUSG00000036980|1.0;0
transcript_7-1_ENSMUSG00000036980;null;transcript_12-1_ENSDARG00000102998|1.0&transcript_1-1_YGL112C|1.0;transcript_8-1_ENSRNOG00000001355|1.0&transcript_10-1_ENSG00000106290|1.0&transcript_11-1_ENSPTRG00000019474|1.0;0
transcript_11-1_ENSPTRG00000019474;null;transcript_10-1_ENSG00000106290|1.0&transcript_12-1_ENSDARG00000102998|1.0&transcript_1-1_YGL112C|1.0;transcript_8-1_ENSRNOG00000001355|1.0&transcript_7-1_ENSMUSG00000036980|1.0;0
transcript_12-1_ENSDARG00000102998;null;transcript_8-1_ENSRNOG00000001355|1.0&transcript_10-1_ENSG00000106290|1.0&transcript_7-1_ENSMUSG00000036980|1.0&transcript_11-1_ENSPTRG00000019474|1.0&transcript_1-1_YGL112C|1.0;null;0
transcript_1-1_YGL112C;null;transcript_8-1_ENSRNOG00000001355|1.0&transcript_10-1_ENSG00000106290|1.0&transcript_7-1_ENSMUSG00000036980|1.0&transcript_11-1_ENSPTRG00000019474|1.0&transcript_12-1_ENSDARG00000102998|1.0;null;0
transcript_10-25_ENSG00000106290;null;transcript_1-12_YGL112C|1.0&transcript_12-25_ENSDARG00000102998|1.0&transcript_11-25_ENSPTRG00000019474|1.0;transcript_8-25_ENSRNOG00000001355|1.0&transcript_7-25_ENSMUSG00000036980|1.0;1
transcript_1-12_YGL112C;null;transcript_10-25_ENSG00000106290|1.0&transcript_12-25_ENSDARG00000102998|1.0&transcript_8-25_ENSRNOG00000001355|1.0&transcript_7-25_ENSMUSG00000036980|1.0&transcript_11-25_ENSPTRG00000019474|1.0;null;1
transcript_12-25_ENSDARG00000102998;null;transcript_10-25_ENSG00000106290|1.0&transcript_1-12_YGL112C|1.0&transcript_8-25_ENSRNOG00000001355|1.0&transcript_7-25_ENSMUSG00000036980|1.0&transcript_11-25_ENSPTRG00000019474|1.0;null;1
transcript_8-25_ENSRNOG00000001355;null;transcript_1-12_YGL112C|1.0&transcript_12-25_ENSDARG00000102998|1.0;transcript_10-25_ENSG00000106290|1.0&transcript_7-25_ENSMUSG00000036980|1.0&transcript_11-25_ENSPTRG00000019474|1.0;1
transcript_7-25_ENSMUSG00000036980;null;transcript_1-12_YGL112C|1.0&transcript_12-25_ENSDARG00000102998|1.0;transcript_10-25_ENSG00000106290|1.0&transcript_8-25_ENSRNOG00000001355|1.0&transcript_11-25_ENSPTRG00000019474|1.0;1
transcript_11-25_ENSPTRG00000019474;null;transcript_10-25_ENSG00000106290|1.0&transcript_1-12_YGL112C|1.0&transcript_12-25_ENSDARG00000102998|1.0;transcript_8-25_ENSRNOG00000001355|1.0&transcript_7-25_ENSMUSG00000036980|1.0;1
transcript_1-18_YGL112C;null;null;null;2
transcript_1-20_YGL112C;null;null;null;3
transcript_7-26_ENSMUSG00000036980;null;transcript_12-26_ENSDARG00000102998|1.0;transcript_10-26_ENSG00000106290|1.0&transcript_11-26_ENSPTRG00000019474|1.0&transcript_8-26_ENSRNOG00000001355|1.0;4
transcript_10-26_ENSG00000106290;null;transcript_11-26_ENSPTRG00000019474|1.0&transcript_12-26_ENSDARG00000102998|1.0;transcript_7-26_ENSMUSG00000036980|1.0&transcript_8-26_ENSRNOG00000001355|1.0;4
transcript_11-26_ENSPTRG00000019474;null;transcript_10-26_ENSG00000106290|1.0&transcript_12-26_ENSDARG00000102998|1.0;transcript_7-26_ENSMUSG00000036980|1.0&transcript_8-26_ENSRNOG00000001355|1.0;4
transcript_8-26_ENSRNOG00000001355;null;transcript_12-26_ENSDARG00000102998|1.0;transcript_7-26_ENSMUSG00000036980|1.0&transcript_10-26_ENSG00000106290|1.0&transcript_11-26_ENSPTRG00000019474|1.0;4
transcript_12-26_ENSDARG00000102998;null;transcript_7-26_ENSMUSG00000036980|1.0&transcript_10-26_ENSG00000106290|1.0&transcript_11-26_ENSPTRG00000019474|1.0&transcript_8-26_ENSRNOG00000001355|1.0;null;4
