id_transcript;blocks
transcript_4-4_ppan;0|1|2|3|4|5|6|7|8|9|10|11
transcript_5-4_ptro;0|1|2|3|4|5|6|7|8|9|10|11
transcript_6-4_hsap;0|1|2|3|4|5|6|7|8|9|10|11
transcript_8-4_pabe;0|1|2|3|4|5|6|7|8|9|10|11
transcript_7-4_ggor;0|1|2|3|4|5|6|7|8|9|10|11
transcript_4-16_ppan;0|1|2|4|5|6|7|8|9|10|11
transcript_8-39_pabe;0|1|2|4|5|6|7|8|9|10|11
transcript_5-16_ptro;0|1|2|4|5|6|7|8|9|10|11
transcript_4-12_ppan;0|1|4|5|6|7|8|9|10|11
transcript_5-12_ptro;0|1|4|5|6|7|8|9|10|11
transcript_7-32_ggor;0|1|2|3|5|7|8|9|10|11
transcript_5-15_ptro;0|1|2|3|4|5|6|7|9|11
transcript_4-15_ppan;0|1|2|3|4|5|6|7|9|11
transcript_4-13_ppan;0|1|2|3|8|9|10|11
transcript_5-13_ptro;0|1|2|3|8|9|10|11
transcript_4-17_ppan;0|2|3|8|9|10|11
transcript_5-17_ptro;0|2|3|8|9|10|11
