id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript_11-36_ENSPTRG00000019474;null;transcript_10-36_ENSG00000106290|1.0&transcript_12-36_ENSDARG00000102998|1.0;transcript_7-36_ENSMUSG00000036980|1.0;0
transcript_10-36_ENSG00000106290;null;transcript_11-36_ENSPTRG00000019474|1.0&transcript_12-36_ENSDARG00000102998|1.0;transcript_7-36_ENSMUSG00000036980|1.0;0
transcript_7-36_ENSMUSG00000036980;null;transcript_12-36_ENSDARG00000102998|1.0;transcript_11-36_ENSPTRG00000019474|1.0&transcript_10-36_ENSG00000106290|1.0;0
transcript_12-36_ENSDARG00000102998;null;transcript_11-36_ENSPTRG00000019474|1.0&transcript_10-36_ENSG00000106290|1.0&transcript_7-36_ENSMUSG00000036980|1.0;null;0
transcript_7-39_ENSMUSG00000036980;null;transcript_12-39_ENSDARG00000102998|1.0;transcript_11-39_ENSPTRG00000019474|1.0&transcript_10-39_ENSG00000106290|1.0;1
transcript_12-39_ENSDARG00000102998;null;transcript_7-39_ENSMUSG00000036980|1.0&transcript_11-39_ENSPTRG00000019474|1.0&transcript_10-39_ENSG00000106290|1.0;null;1
transcript_11-39_ENSPTRG00000019474;null;transcript_12-39_ENSDARG00000102998|1.0&transcript_10-39_ENSG00000106290|1.0;transcript_7-39_ENSMUSG00000036980|1.0;1
transcript_10-39_ENSG00000106290;null;transcript_12-39_ENSDARG00000102998|1.0&transcript_11-39_ENSPTRG00000019474|1.0;transcript_7-39_ENSMUSG00000036980|1.0;1
transcript_7-40_ENSMUSG00000036980;null;transcript_12-40_ENSDARG00000102998|1.0;transcript_10-40_ENSG00000106290|1.0&transcript_11-40_ENSPTRG00000019474|1.0;2
transcript_10-40_ENSG00000106290;null;transcript_12-40_ENSDARG00000102998|1.0&transcript_11-40_ENSPTRG00000019474|1.0;transcript_7-40_ENSMUSG00000036980|1.0;2
transcript_12-40_ENSDARG00000102998;null;transcript_7-40_ENSMUSG00000036980|1.0&transcript_10-40_ENSG00000106290|1.0&transcript_11-40_ENSPTRG00000019474|1.0;null;2
transcript_11-40_ENSPTRG00000019474;null;transcript_10-40_ENSG00000106290|1.0&transcript_12-40_ENSDARG00000102998|1.0;transcript_7-40_ENSMUSG00000036980|1.0;2
transcript_7-41_ENSMUSG00000036980;null;transcript_12-41_ENSDARG00000102998|1.0;transcript_10-41_ENSG00000106290|1.0&transcript_11-41_ENSPTRG00000019474|1.0;3
transcript_12-41_ENSDARG00000102998;null;transcript_7-41_ENSMUSG00000036980|1.0&transcript_10-41_ENSG00000106290|1.0&transcript_11-41_ENSPTRG00000019474|1.0;null;3
transcript_10-41_ENSG00000106290;null;transcript_12-41_ENSDARG00000102998|1.0&transcript_11-41_ENSPTRG00000019474|1.0;transcript_7-41_ENSMUSG00000036980|1.0;3
transcript_11-41_ENSPTRG00000019474;null;transcript_12-41_ENSDARG00000102998|1.0&transcript_10-41_ENSG00000106290|1.0;transcript_7-41_ENSMUSG00000036980|1.0;3
transcript_7-42_ENSMUSG00000036980;null;transcript_12-42_ENSDARG00000102998|1.0;transcript_11-42_ENSPTRG00000019474|1.0&transcript_10-42_ENSG00000106290|1.0;4
transcript_11-42_ENSPTRG00000019474;null;transcript_12-42_ENSDARG00000102998|1.0&transcript_10-42_ENSG00000106290|1.0;transcript_7-42_ENSMUSG00000036980|1.0;4
transcript_12-42_ENSDARG00000102998;null;transcript_7-42_ENSMUSG00000036980|1.0&transcript_11-42_ENSPTRG00000019474|1.0&transcript_10-42_ENSG00000106290|1.0;null;4
transcript_10-42_ENSG00000106290;null;transcript_11-42_ENSPTRG00000019474|1.0&transcript_12-42_ENSDARG00000102998|1.0;transcript_7-42_ENSMUSG00000036980|1.0;4
transcript_12-44_ENSDARG00000102998;null;transcript_10-44_ENSG00000106290|1.0&transcript_7-44_ENSMUSG00000036980|1.0&transcript_11-44_ENSPTRG00000019474|1.0;null;5
transcript_10-44_ENSG00000106290;null;transcript_12-44_ENSDARG00000102998|1.0&transcript_11-44_ENSPTRG00000019474|1.0;transcript_7-44_ENSMUSG00000036980|1.0;5
transcript_7-44_ENSMUSG00000036980;null;transcript_12-44_ENSDARG00000102998|1.0;transcript_10-44_ENSG00000106290|1.0&transcript_11-44_ENSPTRG00000019474|1.0;5
transcript_11-44_ENSPTRG00000019474;null;transcript_12-44_ENSDARG00000102998|1.0&transcript_10-44_ENSG00000106290|1.0;transcript_7-44_ENSMUSG00000036980|1.0;5
transcript_11-45_ENSPTRG00000019474;null;transcript_10-45_ENSG00000106290|1.0&transcript_12-45_ENSDARG00000102998|1.0;transcript_7-45_ENSMUSG00000036980|1.0;6
transcript_10-45_ENSG00000106290;null;transcript_11-45_ENSPTRG00000019474|1.0&transcript_12-45_ENSDARG00000102998|1.0;transcript_7-45_ENSMUSG00000036980|1.0;6
transcript_7-45_ENSMUSG00000036980;null;transcript_12-45_ENSDARG00000102998|1.0;transcript_11-45_ENSPTRG00000019474|1.0&transcript_10-45_ENSG00000106290|1.0;6
transcript_12-45_ENSDARG00000102998;null;transcript_11-45_ENSPTRG00000019474|1.0&transcript_10-45_ENSG00000106290|1.0&transcript_7-45_ENSMUSG00000036980|1.0;null;6
transcript_12-79_ENSDARG00000102998;null;null;null;7
transcript_12-80_ENSDARG00000102998;null;null;null;8
