id_transcript;blocks
transcript_4-34_ppan;0|1|6|7|8|9|10|11|12
transcript_5-34_ptro;0|1|6|7|8|9|10|11|12
transcript_4-39_ppan;0|1|4|5|6|7|8|10|11|12
transcript_4-54_ppan;0|1|4|5|6|7|8|10|11|12
transcript_5-39_ptro;0|1|4|5|6|7|8|10|11|12
transcript_4-3_ppan;0|1|2|3|4|5|6|7|8|9|10|11|12
transcript_5-3_ptro;0|1|2|3|4|5|6|7|8|9|10|11|12
transcript_6-3_hsap;0|1|2|3|4|5|6|7|8|9|10|11|12
transcript_7-3_ggor;0|1|2|3|4|5|6|7|8|9|10|11|12
transcript_8-3_pabe;0|1|2|3|4|5|6|7|8|9|10|11|12
transcript_4-24_ppan;0|1|4|5|6|7|8|9|10|11|12
transcript_5-24_ptro;0|1|4|5|6|7|8|9|10|11|12
transcript_7-69_ggor;0|2|3|4|5|6|7|8|9|10|11|12
transcript_8-76_pabe;0|1|2|3|4|5|6|7|8|10|11|12
transcript_5-30_ptro;0|1|2|5|6|7|8|9|10|11|12
transcript_4-30_ppan;0|1|2|5|6|7|8|9|10|11|12
transcript_8-75_pabe;0|1|2|3|4|5|6|7|8|9|10|12
transcript_4-25_ppan;0|1|2|7|10|11|12
transcript_5-25_ptro;0|1|2|7|10|11|12
transcript_4-46_ppan;0|2|7|10|11|12
transcript_5-46_ptro;0|2|7|10|11|12
transcript_5-59_ptro;0|2|7|10|11|12
