GeneID,TranscriptIDCluster,TranscriptLength,TSL,Path,MinimumConservation,MinimumTranscriptFraction,MinimumTranscriptWeightedConservation,ConservationSum,TranscriptFractionSum,TranscriptWeightedConservationSum,MeanConservation,MeanTranscriptFraction,MeanTranscriptWeightedConservation,PathGeneNumber
ENSMUSG00000027168,ENSMUST00000111082/ENSMUST00000111087,422,1.0,start/0_2/8_0/8_1/8_2/2_0/4_0/4_1/5_0/14_0/7_0/9_0/6_0/6_1/15_0/stop,25.0,10.526315789473683,0.16666666666666666,1350.0,1131.5789473684208,11.441666666666666,90.0,75.43859649122805,0.7627777777777778,1
ENSRNOG00000004410,ENSRNOT00000005882,422,,start/0_3/8_0/8_1/8_2/2_0/4_0/4_1/5_0/14_0/7_0/9_0/6_0/6_1/15_0/stop,25.0,10.526315789473683,0.16666666666666666,1350.0,1126.315789473684,11.35833333333333,90.0,75.08771929824562,0.757222222222222,1
ENSG00000007372,ENST00000241001/ENST00000379109/ENST00000639916/ENST00000640610/ENST00000643871,422,,start/0_1/8_0/8_1/8_2/2_0/4_0/4_1/5_0/14_0/7_0/9_0/6_0/6_1/15_0/stop,25.0,10.526315789473683,0.16666666666666666,1350.0,1126.315789473684,11.35833333333333,90.0,75.08771929824562,0.757222222222222,1
ENSMUSG00000027168,ENSMUST00000090391/ENSMUST00000111086,436,1.0,start/0_2/8_0/8_1/8_2/18_0/2_0/4_0/4_1/5_0/14_0/7_0/9_0/6_0/6_1/15_0/stop,25.0,10.526315789473683,0.16666666666666666,1450.0,1215.7894736842102,11.958333333333332,90.625,75.98684210526315,0.7473958333333333,1
ENSG00000007372,ENST00000419022/ENST00000638914/ENST00000639409/ENST00000640975,436,1.0,start/0_1/8_0/8_1/8_2/18_0/2_0/4_0/4_1/5_0/14_0/7_0/9_0/6_0/6_1/15_0/stop,25.0,10.526315789473683,0.16666666666666666,1450.0,1210.5263157894733,11.875,90.625,75.65789473684211,0.7421875,1
ENSRNOG00000004410,ENSRNOT00000089525,436,,start/0_3/8_0/8_1/8_2/18_0/2_0/4_0/4_1/5_0/14_0/7_0/9_0/6_0/6_1/15_0/stop,25.0,10.526315789473683,0.16666666666666666,1450.0,1210.5263157894733,11.875,90.625,75.65789473684211,0.7421875,1
ENSG00000007372,ENST00000638629,286,2.0,start/4_1/5_0/14_0/7_0/9_0/6_0/6_1/15_0/stop,25.0,5.263157894736842,0.08333333333333333,825.0,736.8421052631579,7.466666666666667,91.66666666666667,81.87134502923976,0.8296296296296296,1
ENSRNOG00000004410,ENSRNOT00000006302,436,,start/17_0/8_0/8_1/8_2/2_0/4_0/4_1/5_0/14_0/7_0/9_0/6_0/6_1/15_0/stop,25.0,5.263157894736842,0.08333333333333333,1350.0,1115.7894736842104,11.191666666666666,90.0,74.3859649122807,0.7461111111111111,1
ENSMUSG00000027168,ENSMUST00000111088,254,1.0,start/0_2/5_0/14_0/7_0/9_0/1_0/stop,25.0,5.263157894736842,0.08333333333333333,400.0,321.0526315789473,3.45,57.142857142857146,45.864661654135325,0.4928571428571429,1
ENSTRUG00000006935,ENSTRUT00000087876,436,,start/16_0/16_1/0_5/8_0/8_1/8_2/2_0/4_0/4_1/5_0/14_0/7_0/9_0/6_0/6_1/15_0/stop,25.0,15.789473684210526,0.075,1400.0,1184.2105263157894,11.399999999999999,82.3529411764706,69.6594427244582,0.6705882352941176,1
ENSTRUG00000006935,ENSTRUT00000088776,448,,start/16_0/16_1/0_5/8_0/8_1/8_2/18_0/2_0/4_0/4_1/5_0/14_0/7_0/9_0/6_0/6_1/15_0/stop,25.0,15.789473684210526,0.075,1500.0,1268.4210526315787,11.916666666666668,83.33333333333333,70.46783625730993,0.6620370370370369,1
ENSTRUG00000006935,ENSTRUT00000086159,456,,start/16_0/16_1/0_5/19_0/8_0/8_1/8_2/18_0/2_0/4_0/4_1/5_0/14_0/7_0/9_0/6_0/6_1/15_0/stop,25.0,10.526315789473683,0.05,1525.0,1273.6842105263154,11.941666666666666,80.26315789473684,67.0360110803324,0.6285087719298246,1
ENSTRUG00000006935,ENSTRUT00000081014,458,,start/11_0/8_0/8_1/8_2/18_0/2_0/4_0/4_1/5_0/14_0/7_0/9_0/6_0/6_1/15_0/stop,25.0,5.263157894736842,0.025,1450.0,1199.9999999999998,11.591666666666665,90.625,75.0,0.7244791666666666,1
