id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript_10-38_ENSG00000106290;null;transcript_11-38_ENSPTRG00000019474|1.0&transcript_12-38_ENSDARG00000102998|1.0;transcript_7-38_ENSMUSG00000036980|1.0&transcript_8-38_ENSRNOG00000001355|1.0;0
transcript_7-38_ENSMUSG00000036980;null;transcript_12-38_ENSDARG00000102998|1.0;transcript_10-38_ENSG00000106290|1.0&transcript_11-38_ENSPTRG00000019474|1.0&transcript_8-38_ENSRNOG00000001355|1.0;0
transcript_11-38_ENSPTRG00000019474;null;transcript_10-38_ENSG00000106290|1.0&transcript_12-38_ENSDARG00000102998|1.0;transcript_7-38_ENSMUSG00000036980|1.0&transcript_8-38_ENSRNOG00000001355|1.0;0
transcript_12-38_ENSDARG00000102998;null;transcript_10-38_ENSG00000106290|1.0&transcript_7-38_ENSMUSG00000036980|1.0&transcript_11-38_ENSPTRG00000019474|1.0&transcript_8-38_ENSRNOG00000001355|1.0;null;0
transcript_8-38_ENSRNOG00000001355;null;transcript_12-38_ENSDARG00000102998|1.0;transcript_10-38_ENSG00000106290|1.0&transcript_7-38_ENSMUSG00000036980|1.0&transcript_11-38_ENSPTRG00000019474|1.0;0
transcript_11-43_ENSPTRG00000019474;null;transcript_10-43_ENSG00000106290|1.0&transcript_12-43_ENSDARG00000102998|1.0;transcript_8-43_ENSRNOG00000001355|1.0&transcript_7-43_ENSMUSG00000036980|1.0;1
transcript_8-43_ENSRNOG00000001355;null;transcript_12-43_ENSDARG00000102998|1.0;transcript_11-43_ENSPTRG00000019474|1.0&transcript_10-43_ENSG00000106290|1.0&transcript_7-43_ENSMUSG00000036980|1.0;1
transcript_10-43_ENSG00000106290;null;transcript_11-43_ENSPTRG00000019474|1.0&transcript_12-43_ENSDARG00000102998|1.0;transcript_8-43_ENSRNOG00000001355|1.0&transcript_7-43_ENSMUSG00000036980|1.0;1
transcript_12-43_ENSDARG00000102998;null;transcript_11-43_ENSPTRG00000019474|1.0&transcript_8-43_ENSRNOG00000001355|1.0&transcript_10-43_ENSG00000106290|1.0&transcript_7-43_ENSMUSG00000036980|1.0;null;1
transcript_7-43_ENSMUSG00000036980;null;transcript_12-43_ENSDARG00000102998|1.0;transcript_11-43_ENSPTRG00000019474|1.0&transcript_8-43_ENSRNOG00000001355|1.0&transcript_10-43_ENSG00000106290|1.0;1
transcript_7-59_ENSMUSG00000036980;null;null;transcript_8-59_ENSRNOG00000001355|1.0;2
transcript_8-59_ENSRNOG00000001355;null;null;transcript_7-59_ENSMUSG00000036980|1.0;2
transcript_8-68_ENSRNOG00000001355;null;null;null;3
