id_transcript;blocks
transcript_7-38_ENSMUSG00000036980;0|1|2|3|4
transcript_8-38_ENSRNOG00000001355;0|1|2|3|4
transcript_10-38_ENSG00000106290;0|1|2|3|4
transcript_12-38_ENSDARG00000102998;0|1|2|3|4
transcript_11-38_ENSPTRG00000019474;0|1|2|3|4
transcript_7-43_ENSMUSG00000036980;0|2|3|4
transcript_12-43_ENSDARG00000102998;0|2|3|4
transcript_10-43_ENSG00000106290;0|2|3|4
transcript_11-43_ENSPTRG00000019474;0|2|3|4
transcript_8-43_ENSRNOG00000001355;0|2|3|4
transcript_8-68_ENSRNOG00000001355;0|1|2|4
transcript_7-59_ENSMUSG00000036980;0|2|4
transcript_8-59_ENSRNOG00000001355;0|2|4
