id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript_4-2_ppan;null;transcript_5-2_ptro|1.0&transcript_6-2_hsap|1.0&transcript_7-2_ggor|1.0&transcript_8-2_pabe|1.0;null;0
transcript_5-2_ptro;null;transcript_4-2_ppan|1.0&transcript_6-2_hsap|1.0&transcript_7-2_ggor|1.0&transcript_8-2_pabe|1.0;null;0
transcript_6-2_hsap;null;transcript_4-2_ppan|1.0&transcript_5-2_ptro|1.0&transcript_7-2_ggor|1.0&transcript_8-2_pabe|1.0;null;0
transcript_7-2_ggor;null;transcript_4-2_ppan|1.0&transcript_5-2_ptro|1.0&transcript_6-2_hsap|1.0&transcript_8-2_pabe|1.0;null;0
transcript_8-2_pabe;null;transcript_4-2_ppan|1.0&transcript_5-2_ptro|1.0&transcript_6-2_hsap|1.0&transcript_7-2_ggor|1.0;null;0
transcript_5-15_ptro;null;transcript_4-15_ppan|1.0;null;1
transcript_4-15_ppan;null;transcript_5-15_ptro|1.0;null;1
transcript_5-17_ptro;null;transcript_4-17_ppan|1.0;null;2
transcript_4-17_ppan;null;transcript_5-17_ptro|1.0;null;2
transcript_8-34_pabe;null;null;null;3
