id_gene;blocks
ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ptro;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ptro;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
hsap;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
hsap;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
hsap;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
hsap;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ptro;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ptro;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ptro;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
hsap;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ptro;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ptro;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ppan;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
ptro;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
hsap;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14
