id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript_4-27_ppan;transcript_4-7_ppan|0.995;null;null;0
transcript_4-7_ppan;transcript_4-27_ppan|0.995&transcript_4-13_ppan|0.995;null;null;0
transcript_4-13_ppan;transcript_4-7_ppan|0.995;null;null;0
transcript_4-9_ppan;null;null;null;1
transcript_4-16_ppan;transcript_4-10_ppan|1.0;null;null;2
transcript_4-10_ppan;transcript_4-16_ppan|1.0;null;null;2
transcript_4-17_ppan;null;null;null;3
transcript_4-28_ppan;transcript_4-24_ppan|0.992;null;null;4
transcript_4-24_ppan;transcript_4-28_ppan|0.992&transcript_4-18_ppan|0.992;null;null;4
transcript_4-18_ppan;transcript_4-24_ppan|0.992;null;null;4
transcript_4-30_ppan;null;transcript_5-30_ptro|1.0;null;5
transcript_5-30_ptro;null;transcript_4-30_ppan|1.0;null;5
transcript_6-7_hsap;null;transcript_5-7_ptro|1.0;null;6
transcript_5-7_ptro;null;transcript_6-7_hsap|1.0;null;6
transcript_5-9_ptro;null;transcript_6-9_hsap|1.0;null;7
transcript_6-9_hsap;null;transcript_5-9_ptro|1.0;null;7
transcript_5-10_ptro;transcript_5-16_ptro|1.0;transcript_6-10_hsap|1.0;null;8
transcript_5-16_ptro;transcript_5-10_ptro|1.0;transcript_6-10_hsap|1.0;null;8
transcript_6-10_hsap;null;transcript_5-10_ptro|1.0&transcript_5-16_ptro|1.0;null;8
transcript_6-13_hsap;null;transcript_5-13_ptro|1.0;null;9
transcript_5-13_ptro;null;transcript_6-13_hsap|1.0;null;9
transcript_5-17_ptro;null;null;null;10
transcript_5-18_ptro;transcript_5-24_ptro|0.992;null;null;11
transcript_5-24_ptro;transcript_5-18_ptro|0.992&transcript_5-28_ptro|0.992;null;null;11
transcript_5-28_ptro;transcript_5-24_ptro|0.992;null;null;11
transcript_5-27_ptro;null;null;null;12
