id_transcript;blocks
transcript_3-16_FBgn0010417;0|1|2|3|5|7
transcript_7-0_ENSMUSG00000036980;0|1|2|3|4|5|6|7
transcript_8-0_ENSRNOG00000001355;0|1|2|3|4|5|6|7
transcript_10-0_ENSG00000106290;0|1|2|3|4|5|6|7
transcript_12-0_ENSDARG00000102998;0|1|2|3|4|5|6|7
transcript_11-0_ENSPTRG00000019474;0|1|2|3|4|5|6|7
transcript_10-16_ENSG00000106290;0|1|2|3|5|7
transcript_11-16_ENSPTRG00000019474;0|1|2|3|5|7
transcript_8-45_ENSRNOG00000001355;0|2|7
transcript_8-16_ENSRNOG00000001355;0|1|2|3|5|7
transcript_12-16_ENSDARG00000102998;0|1|2|3|5|7
transcript_7-16_ENSMUSG00000036980;0|1|2|3|5|7
