id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript_4-22_ppan;null;transcript_5-22_ptro|1.0;null;0
transcript_5-22_ptro;null;transcript_4-22_ppan|1.0;null;0
transcript_4-24_ppan;null;transcript_5-24_ptro|1.0;null;1
transcript_5-24_ptro;null;transcript_4-24_ppan|1.0;null;1
transcript_5-33_ptro;null;transcript_4-33_ppan|1.0;null;2
transcript_4-33_ppan;null;transcript_5-33_ptro|1.0;null;2
transcript_5-29_ptro;null;transcript_4-29_ppan|1.0;null;3
transcript_4-29_ppan;null;transcript_5-29_ptro|1.0;null;3
transcript_4-25_ppan;null;transcript_5-25_ptro|1.0;null;4
transcript_5-25_ptro;null;transcript_4-25_ppan|1.0;null;4
